zone_id,Start_Hour,avg_fare,avg_trip_time_min,demand,income_per_min
6,20,14.0467019766299,10.630639583560846,9157,1.3213411917709665
6,21,13.845699188849537,10.345188316386762,8753,1.3383709184798473
6,22,13.909802903405918,10.54039456541969,8955,1.319666243713531
6,23,14.070489800759013,10.27139271030993,8432,1.369871661769463
7,0,16.663998468019916,11.641551768160348,5222,1.4314241606171407
7,1,18.083379934210527,11.433604029605263,4864,1.5815992829021246
7,2,20.813440860215053,12.027199074074074,4464,1.730531001609566
7,3,25.728579970104636,13.58006975585451,4014,1.8945837858463708
7,4,29.680733869305296,15.199951899951898,4851,1.9526860390524805
7,5,28.883216292134833,14.59959871589085,4984,1.9783568613222953
7,6,25.903670156273705,14.063880038436253,6591,1.8418580139676666
7,7,23.302064902453157,14.030068894469128,10354,1.6608660354931823
7,8,25.4999146941285,16.477204375448306,13012,1.5475874494901813
7,9,23.9728854245706,15.87424639580603,14497,1.510174708570999
7,10,21.630243786176372,14.597276132107593,14685,1.4818000009330057
7,11,19.472243415743527,13.873464896192504,13631,1.403560218117363
7,12,18.21184582309582,13.717646908271908,13024,1.327621708364126
7,13,17.5019330350008,13.4898447072612,12514,1.2974154569459206
7,14,17.415919711943616,13.18498557164381,13053,1.320890312492949
7,15,18.18782260106338,14.175273581455539,11849,1.283066777974371
7,16,18.188293850397535,14.321349180593868,12326,1.2700125959531499
7,17,17.29620109190173,13.913436457385501,13188,1.2431293408265502
7,18,16.07704173002196,12.372071577406095,11838,1.2994623923274007
7,19,15.570415094339621,11.459777455249153,10335,1.3587013495805358
7,20,16.48262380538662,11.984696537172644,8057,1.3753058956697706
7,21,17.46898471030043,13.039187678826895,7456,1.339729524613459
7,22,15.581283590233255,11.45599508934661,7331,1.360098661767315
7,23,15.426158330776312,11.110164160785517,6518,1.3884725830806843
8,0,22.118423529411764,14.13421568627451,850,1.564885100125547
8,1,19.41111111111111,16.860858585858583,792,1.1512528269106923
8,2,22.475473537604454,13.75761374187558,718,1.6336752840496862
8,3,27.753328530259367,14.258333333333333,694,1.946463719246712
8,4,35.40427536231884,18.269122383252817,828,1.9379297275261402
8,5,27.97457264957265,14.58258547008547,936,1.9183547874249962
8,6,26.057094430992734,14.279398708635997,1652,1.8248033381989495
8,7,25.820477966101695,17.67760451977401,2950,1.460632176560978
